HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ours,Answer.test1,Approve,Reject
3VAOOVPI45LRABY8ZEORDM6AQDPLLA,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3QECW5O0KOU4EJ1M62FD68FHQFH5TH,A3DTPGXKABAFEJ,Submitted,Sat Nov 14 22:40:49 PST 2020,Sat Nov 14 22:41:28 PST 2020,Tue Nov 17 22:41:28 PST 2020,,,,39,100% (3/3),100% (3/3),100% (3/3),https://github.com/jiangolder/results/blob/master/ho3d/27800.png?raw=true,1,,
3VAOOVPI45LRABY8ZEORDM6AQDPLLA,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3UJ1CZ6IZOI3ZJO7H2ANW3JVOW3S5F,A2ZG5ROB13SG36,Submitted,Sat Nov 14 22:44:14 PST 2020,Sat Nov 14 22:44:23 PST 2020,Tue Nov 17 22:44:23 PST 2020,,,,9,100% (2/2),100% (2/2),100% (2/2),https://github.com/jiangolder/results/blob/master/ho3d/27800.png?raw=true,2,,
308KJXFUKXZYX5F9BW1SQZ0GQECTA3,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3EKVH9QME5X5YXM22TD03XUJ3J22DU,APF4DODEF8HBC,Submitted,Sat Nov 14 22:36:52 PST 2020,Sat Nov 14 22:40:26 PST 2020,Tue Nov 17 22:40:26 PST 2020,,,,214,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/27900.png?raw=true,5,,
308KJXFUKXZYX5F9BW1SQZ0GQECTA3,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3G5F9DBFOWQV74P6CZG1WN6SS9OHVQ,A3DTPGXKABAFEJ,Submitted,Sat Nov 14 22:44:21 PST 2020,Sat Nov 14 22:44:50 PST 2020,Tue Nov 17 22:44:50 PST 2020,,,,29,100% (3/3),100% (3/3),100% (3/3),https://github.com/jiangolder/results/blob/master/ho3d/27900.png?raw=true,1,,
308KJXFUKXZYX5F9BW1SQZ0GQECTA3,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3KV0LJBBH9EP6B90UCR4NVPLOPARMG,A3KU8DC7HJOGCM,Submitted,Sat Nov 14 22:43:36 PST 2020,Sat Nov 14 22:47:39 PST 2020,Tue Nov 17 22:47:39 PST 2020,,,,243,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/27900.png?raw=true,4,,
3UDTAB6HICSJCD8DLOZIATNRNLY09K,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3GDTJDAPV14JO6U4V3L4WEUGYXMM8Z,A3KU8DC7HJOGCM,Submitted,Sat Nov 14 22:43:34 PST 2020,Sat Nov 14 22:47:19 PST 2020,Tue Nov 17 22:47:19 PST 2020,,,,225,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/28600.png?raw=true,4,,
3UDTAB6HICSJCD8DLOZIATNRNLY09K,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3V5Q80FXI4K7G5K5947OQO87C6F23Y,A2G44A4ZPWRPXU,Submitted,Sat Nov 14 23:06:11 PST 2020,Sat Nov 14 23:08:07 PST 2020,Tue Nov 17 23:08:07 PST 2020,,,,116,100% (4/4),100% (4/4),100% (4/4),https://github.com/jiangolder/results/blob/master/ho3d/28600.png?raw=true,4,,
3UDTAB6HICSJCD8DLOZIATNRNLY09K,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3X3OR7WPZ6TZIOCJVRKPW1FRYSW8LJ,A345TDMHP3DQ3G,Submitted,Sat Nov 14 22:40:57 PST 2020,Sat Nov 14 22:41:02 PST 2020,Tue Nov 17 22:41:02 PST 2020,,,,5,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/28600.png?raw=true,3,,
31D0ZWOD1GSXHWIIDUDI6OYBT3G0AZ,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3OF2M9AATNH3IEVOJH81ULZG81YKZX,A7MD4G0NZCWTK,Submitted,Sat Nov 14 22:41:26 PST 2020,Sat Nov 14 22:41:42 PST 2020,Tue Nov 17 22:41:42 PST 2020,,,,16,100% (4/4),100% (4/4),100% (4/4),https://github.com/jiangolder/results/blob/master/ho3d/28800.png?raw=true,3,,
31D0ZWOD1GSXHWIIDUDI6OYBT3G0AZ,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3TVSS0C0E8TYR2G6232MW8SUACLTWM,A3DTPGXKABAFEJ,Submitted,Sat Nov 14 22:45:10 PST 2020,Sat Nov 14 22:45:34 PST 2020,Tue Nov 17 22:45:34 PST 2020,,,,24,100% (3/3),100% (3/3),100% (3/3),https://github.com/jiangolder/results/blob/master/ho3d/28800.png?raw=true,3,,
31D0ZWOD1GSXHWIIDUDI6OYBT3G0AZ,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3TYCR1GOTJCE2KD64HK29LCVX12ZLE,APF4DODEF8HBC,Submitted,Sat Nov 14 22:37:15 PST 2020,Sat Nov 14 22:40:34 PST 2020,Tue Nov 17 22:40:34 PST 2020,,,,199,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/28800.png?raw=true,4,,
3WRKFXQBPH09K9X1XQG4FEGEIOZIYL,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3ERMJ6L4D5LFOSPLLYTYIEYLNDGM7C,A2ZG5ROB13SG36,Submitted,Sat Nov 14 22:43:32 PST 2020,Sat Nov 14 22:43:41 PST 2020,Tue Nov 17 22:43:41 PST 2020,,,,9,100% (2/2),100% (2/2),100% (2/2),https://github.com/jiangolder/results/blob/master/ho3d/300.png?raw=true,4,,
3WRKFXQBPH09K9X1XQG4FEGEIOZIYL,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3J4Q2Z4UT5WLZMOELZ8RR3H7Q5LWQA,A18WFPSLFV4FKY,Submitted,Sat Nov 14 22:36:51 PST 2020,Sat Nov 14 22:41:14 PST 2020,Tue Nov 17 22:41:14 PST 2020,,,,263,100% (16/16),100% (16/16),100% (15/15),https://github.com/jiangolder/results/blob/master/ho3d/300.png?raw=true,4,,
3WRKFXQBPH09K9X1XQG4FEGEIOZIYL,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3S4AW7T80IBYZNPHJOUCFPZMW60L4P,A345TDMHP3DQ3G,Submitted,Sat Nov 14 22:41:39 PST 2020,Sat Nov 14 22:41:44 PST 2020,Tue Nov 17 22:41:44 PST 2020,,,,5,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/300.png?raw=true,5,,
34HEO7RUHCNLHQ2H77WXQKZY2TFRAO,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3IAS3U3I0M9CJ0OIOXMU876J0YQB2W,A18WFPSLFV4FKY,Submitted,Sat Nov 14 22:40:34 PST 2020,Sat Nov 14 22:47:41 PST 2020,Tue Nov 17 22:47:41 PST 2020,,,,427,100% (16/16),100% (16/16),100% (15/15),https://github.com/jiangolder/results/blob/master/ho3d/30300.png?raw=true,4,,
34HEO7RUHCNLHQ2H77WXQKZY2TFRAO,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3UN61F00H3IRY4OU2DAI6TEZ2UK5R4,AM00R44W1WITR,Submitted,Sat Nov 14 22:40:36 PST 2020,Sat Nov 14 22:41:18 PST 2020,Tue Nov 17 22:41:18 PST 2020,,,,42,0% (0/0),0% (0/0),0% (0/0),https://github.com/jiangolder/results/blob/master/ho3d/30300.png?raw=true,3,,
34HEO7RUHCNLHQ2H77WXQKZY2TFRAO,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3WLEIWSYHVAMADR4OPWQUI9HVBVH2I,APF4DODEF8HBC,Submitted,Sat Nov 14 22:42:54 PST 2020,Sat Nov 14 22:44:24 PST 2020,Tue Nov 17 22:44:24 PST 2020,,,,90,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/30300.png?raw=true,5,,
34O39PNDLC1Q0079DLWTLVJ4KB0RBJ,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,30ZX6P7VFFOI1JMUCPZB6VPW8302J9,A3KU8DC7HJOGCM,Submitted,Sat Nov 14 22:46:49 PST 2020,Sat Nov 14 22:50:24 PST 2020,Tue Nov 17 22:50:24 PST 2020,,,,215,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/30800.png?raw=true,4,,
34O39PNDLC1Q0079DLWTLVJ4KB0RBJ,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,37Z929RLGG15KLZXIYSLZJP94ZPST6,A1GMYDH5MKN105,Submitted,Sat Nov 14 22:46:13 PST 2020,Sat Nov 14 22:54:14 PST 2020,Tue Nov 17 22:54:14 PST 2020,,,,481,100% (32/32),100% (32/32),100% (29/29),https://github.com/jiangolder/results/blob/master/ho3d/30800.png?raw=true,4,,
34O39PNDLC1Q0079DLWTLVJ4KB0RBJ,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3M0NZ3JDP8R00VALCU4VSWGYBB2Z5Q,APF4DODEF8HBC,Submitted,Sat Nov 14 22:36:24 PST 2020,Sat Nov 14 22:40:07 PST 2020,Tue Nov 17 22:40:07 PST 2020,,,,223,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/30800.png?raw=true,4,,
31KPKEKW5G6206NAJ8DE1ZIHBL10BU,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,33C7UALJVSRMSH8F2H26CM6D0MR186,A345TDMHP3DQ3G,Submitted,Sat Nov 14 22:41:24 PST 2020,Sat Nov 14 22:41:30 PST 2020,Tue Nov 17 22:41:30 PST 2020,,,,6,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/30900.png?raw=true,4,,
31KPKEKW5G6206NAJ8DE1ZIHBL10BU,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,373ERPL3YV1TJ6ZK39SG99KDIX6TRJ,APF4DODEF8HBC,Submitted,Sat Nov 14 22:45:08 PST 2020,Sat Nov 14 22:46:35 PST 2020,Tue Nov 17 22:46:35 PST 2020,,,,87,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/30900.png?raw=true,5,,
31KPKEKW5G6206NAJ8DE1ZIHBL10BU,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,39RP059MEOM2Q4SBYF5ENGKH637BMN,A1GMYDH5MKN105,Submitted,Sat Nov 14 22:41:48 PST 2020,Sat Nov 14 22:45:43 PST 2020,Tue Nov 17 22:45:43 PST 2020,,,,235,100% (32/32),100% (32/32),100% (29/29),https://github.com/jiangolder/results/blob/master/ho3d/30900.png?raw=true,5,,
36FFXPMSUFHXU0IFLLPLDBHX41LOHN,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3DZQRBDBSS80L4133JMUH6LBA0BS3O,APF4DODEF8HBC,Submitted,Sat Nov 14 22:36:51 PST 2020,Sat Nov 14 22:40:21 PST 2020,Tue Nov 17 22:40:21 PST 2020,,,,210,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/32500.png?raw=true,4,,
36FFXPMSUFHXU0IFLLPLDBHX41LOHN,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3HUTX6F6V1GW2UDRS2RGER6I7XA2OS,A18WFPSLFV4FKY,Submitted,Sat Nov 14 22:47:11 PST 2020,Sat Nov 14 22:51:46 PST 2020,Tue Nov 17 22:51:46 PST 2020,,,,275,100% (16/16),100% (16/16),100% (15/15),https://github.com/jiangolder/results/blob/master/ho3d/32500.png?raw=true,4,,
36FFXPMSUFHXU0IFLLPLDBHX41LOHN,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3NG53N1RL2CP99RHNJDWDIOB32XP8Y,A3KU8DC7HJOGCM,Submitted,Sat Nov 14 22:43:32 PST 2020,Sat Nov 14 22:46:58 PST 2020,Tue Nov 17 22:46:58 PST 2020,,,,206,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/32500.png?raw=true,4,,
3XQ4XW3OEF58D27Q9H3NACLWC772SH,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,374TNBHA8IOPORJE00QFC02N1DMYQC,A3KU8DC7HJOGCM,Submitted,Sat Nov 14 22:43:19 PST 2020,Sat Nov 14 22:44:51 PST 2020,Tue Nov 17 22:44:51 PST 2020,,,,92,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/33500.png?raw=true,4,,
3XQ4XW3OEF58D27Q9H3NACLWC772SH,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3F0BG9B9MWGFI9EZ41H9C9LSWNU7YN,A18WFPSLFV4FKY,Submitted,Sat Nov 14 22:40:00 PST 2020,Sat Nov 14 22:47:32 PST 2020,Tue Nov 17 22:47:32 PST 2020,,,,452,100% (16/16),100% (16/16),100% (15/15),https://github.com/jiangolder/results/blob/master/ho3d/33500.png?raw=true,4,,
3XQ4XW3OEF58D27Q9H3NACLWC772SH,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3SLE99ER0U62PBRUD4V8VIGQL7PZBS,APF4DODEF8HBC,Submitted,Sat Nov 14 22:44:26 PST 2020,Sat Nov 14 22:45:58 PST 2020,Tue Nov 17 22:45:58 PST 2020,,,,92,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/33500.png?raw=true,5,,
3HUR21WDE0I6A4MWWCG5IO3T613XY0,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,35BLDD71IDQHYPP0ILM8WUAXOZ5VZU,APF4DODEF8HBC,Submitted,Sat Nov 14 22:43:22 PST 2020,Sat Nov 14 22:44:38 PST 2020,Tue Nov 17 22:44:38 PST 2020,,,,76,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/33700.png?raw=true,4,,
3HUR21WDE0I6A4MWWCG5IO3T613XY0,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,39L1G8WVWXK0RK29Q07AL5Y2K0Z13E,A18WFPSLFV4FKY,Submitted,Sat Nov 14 22:41:09 PST 2020,Sat Nov 14 22:48:09 PST 2020,Tue Nov 17 22:48:09 PST 2020,,,,420,100% (16/16),100% (16/16),100% (15/15),https://github.com/jiangolder/results/blob/master/ho3d/33700.png?raw=true,4,,
3HUR21WDE0I6A4MWWCG5IO3T613XY0,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3FTF2T8WLYBF7N7S4XX558RIG5IW9P,A345TDMHP3DQ3G,Submitted,Sat Nov 14 22:43:54 PST 2020,Sat Nov 14 22:44:00 PST 2020,Tue Nov 17 22:44:00 PST 2020,,,,6,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/33700.png?raw=true,4,,
3TLFH2L6ZFH9S2K5YH8DKHHIEQL2T6,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,36W0OB37H37CGOUGDW54HTJOGKUHZQ,A3DTPGXKABAFEJ,Submitted,Sat Nov 14 22:44:50 PST 2020,Sat Nov 14 22:45:09 PST 2020,Tue Nov 17 22:45:09 PST 2020,,,,19,100% (3/3),100% (3/3),100% (3/3),https://github.com/jiangolder/results/blob/master/ho3d/35000.png?raw=true,1,,
3TLFH2L6ZFH9S2K5YH8DKHHIEQL2T6,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,38F5OAUN5U5TWEOAU1DLQ9QP6RHH7Y,A345TDMHP3DQ3G,Submitted,Sat Nov 14 22:43:20 PST 2020,Sat Nov 14 22:43:24 PST 2020,Tue Nov 17 22:43:24 PST 2020,,,,4,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/35000.png?raw=true,5,,
3TLFH2L6ZFH9S2K5YH8DKHHIEQL2T6,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3E4GGUZ1TFKDC3SCUAZN7AP9NSZ2K7,APF4DODEF8HBC,Submitted,Sat Nov 14 22:37:25 PST 2020,Sat Nov 14 22:40:50 PST 2020,Tue Nov 17 22:40:50 PST 2020,,,,205,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/35000.png?raw=true,4,,
3ECKRY5B2WP9PZ76TCINTLPGOI3IZC,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3CP1TO84P0UAUK79NNVH5L6RQ2425M,APF4DODEF8HBC,Submitted,Sat Nov 14 22:36:20 PST 2020,Sat Nov 14 22:39:55 PST 2020,Tue Nov 17 22:39:55 PST 2020,,,,215,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/35700.png?raw=true,5,,
3ECKRY5B2WP9PZ76TCINTLPGOI3IZC,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3L0KT67Y8L9117YRS4FK70HOJ17YS1,A3KU8DC7HJOGCM,Submitted,Sat Nov 14 22:43:28 PST 2020,Sat Nov 14 22:46:17 PST 2020,Tue Nov 17 22:46:17 PST 2020,,,,169,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/35700.png?raw=true,4,,
3ECKRY5B2WP9PZ76TCINTLPGOI3IZC,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:15 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:15 PST 2020,,,3O6CYIULEKUDRFVV28SW14EWTQSWUG,A71NZTTHS4AMB,Submitted,Sat Nov 14 22:45:03 PST 2020,Sat Nov 14 22:46:01 PST 2020,Tue Nov 17 22:46:01 PST 2020,,,,58,100% (2/2),100% (2/2),100% (2/2),https://github.com/jiangolder/results/blob/master/ho3d/35700.png?raw=true,4,,
389A2A305UBLABFGX899CJOZT610C1,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:16 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:16 PST 2020,,,3B1NLC6UG6P42OXZ6HPK5V59RLAGP5,A345TDMHP3DQ3G,Submitted,Sat Nov 14 22:42:15 PST 2020,Sat Nov 14 22:42:20 PST 2020,Tue Nov 17 22:42:20 PST 2020,,,,5,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/3600.png?raw=true,3,,
