HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ours,Answer.test1,Approve,Reject
382GHPVPIYKEWZ1YNGLAVJAI45234K,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,352YTHGRO26WDR6RS3FENX6FFOFH40,A1LGWK9G8F9P6T,Approved,Sat Nov 14 19:06:44 PST 2020,Sat Nov 14 19:06:48 PST 2020,Tue Nov 17 19:06:48 PST 2020,Sat Nov 14 19:49:13 PST 2020,,,4,100% (29/29),100% (29/29),100% (29/29),https://github.com/jiangolder/results/blob/master/obman/12.png?raw=true,3,,
382GHPVPIYKEWZ1YNGLAVJAI45234K,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3NJM2BJS43ZRLCHU4VT1F4KUTS6PCQ,AGFVHP2FB2GPU,Approved,Sat Nov 14 19:06:51 PST 2020,Sat Nov 14 19:07:38 PST 2020,Tue Nov 17 19:07:38 PST 2020,Sat Nov 14 19:49:14 PST 2020,,,47,100% (12/12),100% (12/12),100% (12/12),https://github.com/jiangolder/results/blob/master/obman/12.png?raw=true,5,,
382GHPVPIYKEWZ1YNGLAVJAI45234K,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3SNVL38CIBLQALKER3OTJNYVZI0CKC,AVMB0ULVRSMSK,Approved,Sat Nov 14 19:06:22 PST 2020,Sat Nov 14 19:07:19 PST 2020,Tue Nov 17 19:07:19 PST 2020,Sat Nov 14 19:49:14 PST 2020,,,57,100% (31/31),100% (31/31),100% (31/31),https://github.com/jiangolder/results/blob/master/obman/12.png?raw=true,4,,
3U74KRR68SE5HO9YK06XC5KGPL9TNL,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,35GCEFQ6ICHXMGNHYBG2DZIEXE03ZR,A2BXNH0WMOXAIU,Approved,Sat Nov 14 19:03:57 PST 2020,Sat Nov 14 19:04:11 PST 2020,Tue Nov 17 19:04:11 PST 2020,Sat Nov 14 19:49:14 PST 2020,,,14,100% (15/15),100% (15/15),100% (15/15),https://github.com/jiangolder/results/blob/master/obman/120.png?raw=true,4,,
3U74KRR68SE5HO9YK06XC5KGPL9TNL,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,38YMOXR4M1SSP45U6QUTLY0GQ3XW6Z,AGFVHP2FB2GPU,Approved,Sat Nov 14 19:04:02 PST 2020,Sat Nov 14 19:04:16 PST 2020,Tue Nov 17 19:04:16 PST 2020,Sat Nov 14 19:49:14 PST 2020,,,14,100% (12/12),100% (12/12),100% (12/12),https://github.com/jiangolder/results/blob/master/obman/120.png?raw=true,5,,
3U74KRR68SE5HO9YK06XC5KGPL9TNL,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3Z4AIRP3CD6C7I9NAPEYSLN6RUNX1V,A1WF1X8PQQJ2OQ,Approved,Sat Nov 14 19:05:53 PST 2020,Sat Nov 14 19:06:02 PST 2020,Tue Nov 17 19:06:02 PST 2020,Sat Nov 14 19:49:14 PST 2020,,,9,100% (25/25),100% (25/25),100% (25/25),https://github.com/jiangolder/results/blob/master/obman/120.png?raw=true,5,,
3AQN9REUUL9SCYHF5CFTOH01QJPYDX,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,36W0OB37H37CGOUGDW54HTJOGJHZHT,AOVWFZPOQ1J57,Approved,Sat Nov 14 19:05:13 PST 2020,Sat Nov 14 19:05:54 PST 2020,Tue Nov 17 19:05:54 PST 2020,Sat Nov 14 19:49:14 PST 2020,,,41,100% (33/33),100% (33/33),100% (33/33),https://github.com/jiangolder/results/blob/master/obman/124.png?raw=true,4,,
3AQN9REUUL9SCYHF5CFTOH01QJPYDX,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,373ERPL3YV1TJ6ZK39SG99KDIWTTR4,A1WF1X8PQQJ2OQ,Approved,Sat Nov 14 19:05:01 PST 2020,Sat Nov 14 19:05:35 PST 2020,Tue Nov 17 19:05:35 PST 2020,Sat Nov 14 19:49:15 PST 2020,,,34,100% (25/25),100% (25/25),100% (25/25),https://github.com/jiangolder/results/blob/master/obman/124.png?raw=true,5,,
3AQN9REUUL9SCYHF5CFTOH01QJPYDX,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3D4CH1LGEHMJA1HSPSTNJ55UMGG9GP,A1S8KMGKJACGVO,Approved,Sat Nov 14 19:04:23 PST 2020,Sat Nov 14 19:04:37 PST 2020,Tue Nov 17 19:04:37 PST 2020,Sat Nov 14 19:49:15 PST 2020,,,14,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/obman/124.png?raw=true,4,,
3URJ6VVYVVG3IOUK6E52JM8TZWXO4Z,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3DR23U6WEC74A2UFH38GA2LU373TER,A1WF1X8PQQJ2OQ,Approved,Sat Nov 14 19:04:22 PST 2020,Sat Nov 14 19:04:32 PST 2020,Tue Nov 17 19:04:32 PST 2020,Sat Nov 14 19:49:15 PST 2020,,,10,100% (25/25),100% (25/25),100% (25/25),https://github.com/jiangolder/results/blob/master/obman/126.png?raw=true,5,,
3URJ6VVYVVG3IOUK6E52JM8TZWXO4Z,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3Q5C1WP23TU35ZPD4JV302WMYVE51U,AGFVHP2FB2GPU,Approved,Sat Nov 14 19:05:46 PST 2020,Sat Nov 14 19:06:00 PST 2020,Tue Nov 17 19:06:00 PST 2020,Sat Nov 14 19:49:15 PST 2020,,,14,100% (12/12),100% (12/12),100% (12/12),https://github.com/jiangolder/results/blob/master/obman/126.png?raw=true,5,,
3URJ6VVYVVG3IOUK6E52JM8TZWXO4Z,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3QY5DC2MXYDBGT90CJIWXGSWYMPUF1,A1LGWK9G8F9P6T,Approved,Sat Nov 14 19:06:15 PST 2020,Sat Nov 14 19:06:22 PST 2020,Tue Nov 17 19:06:22 PST 2020,Sat Nov 14 19:49:15 PST 2020,,,7,100% (29/29),100% (29/29),100% (29/29),https://github.com/jiangolder/results/blob/master/obman/126.png?raw=true,4,,
3ZZAYRN1JCKNZ99ALF6ARUKLFVETO0,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3EF8EXOTT8OBCY4YTLZX1CFRGW91JC,A1HDYTLK36Y0G5,Approved,Sat Nov 14 19:05:37 PST 2020,Sat Nov 14 19:05:50 PST 2020,Tue Nov 17 19:05:50 PST 2020,Sat Nov 14 19:49:15 PST 2020,,,13,100% (19/19),100% (19/19),100% (14/14),https://github.com/jiangolder/results/blob/master/obman/130.png?raw=true,5,,
3ZZAYRN1JCKNZ99ALF6ARUKLFVETO0,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3GNCZX450PG3SXKWKHXA99U6TPLAP9,AVMB0ULVRSMSK,Approved,Sat Nov 14 19:06:26 PST 2020,Sat Nov 14 19:13:39 PST 2020,Tue Nov 17 19:13:39 PST 2020,Sat Nov 14 19:49:15 PST 2020,,,433,100% (31/31),100% (31/31),100% (31/31),https://github.com/jiangolder/results/blob/master/obman/130.png?raw=true,4,,
3ZZAYRN1JCKNZ99ALF6ARUKLFVETO0,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3N2BF7Y2VXNCHHVXY7FA9RNF1F0MH0,A1WF1X8PQQJ2OQ,Approved,Sat Nov 14 19:06:47 PST 2020,Sat Nov 14 19:07:02 PST 2020,Tue Nov 17 19:07:02 PST 2020,Sat Nov 14 19:49:16 PST 2020,,,15,100% (25/25),100% (25/25),100% (25/25),https://github.com/jiangolder/results/blob/master/obman/130.png?raw=true,2,,
3QMELQS6ZB4KUOQEHUFLAFXC6ANR6W,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,32Q90QCQ1ZE57J4SNUUO9BYYKUDEK7,A2ZPO9BRC2YQY0,Approved,Sat Nov 14 19:05:45 PST 2020,Sat Nov 14 19:11:43 PST 2020,Tue Nov 17 19:11:43 PST 2020,Sat Nov 14 19:49:16 PST 2020,,,358,100% (23/23),100% (23/23),100% (23/23),https://github.com/jiangolder/results/blob/master/obman/131.png?raw=true,5,,
3QMELQS6ZB4KUOQEHUFLAFXC6ANR6W,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3R08VXYT7JOBT4JZP0ZLRC0CLEI7WA,A1S8KMGKJACGVO,Approved,Sat Nov 14 19:05:59 PST 2020,Sat Nov 14 19:06:11 PST 2020,Tue Nov 17 19:06:11 PST 2020,Sat Nov 14 19:49:16 PST 2020,,,12,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/obman/131.png?raw=true,1,,
3QMELQS6ZB4KUOQEHUFLAFXC6ANR6W,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3WMINLGALIWKY8BSFCB4P9VZU66ACV,AOVWFZPOQ1J57,Approved,Sat Nov 14 19:06:04 PST 2020,Sat Nov 14 19:11:21 PST 2020,Tue Nov 17 19:11:21 PST 2020,Sat Nov 14 19:49:16 PST 2020,,,317,100% (33/33),100% (33/33),100% (33/33),https://github.com/jiangolder/results/blob/master/obman/131.png?raw=true,4,,
3MJ28H2Y2K1LE7YKKJOCOEE7ZSSO54,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3A4TN5196RBZ8VJ6LILW6VI371WCH8,A23L1W6O2ZROOP,Approved,Sat Nov 14 19:06:14 PST 2020,Sat Nov 14 19:07:18 PST 2020,Tue Nov 17 19:07:18 PST 2020,Sat Nov 14 19:49:16 PST 2020,,,64,100% (1/1),100% (1/1),100% (1/1),https://github.com/jiangolder/results/blob/master/obman/132.png?raw=true,4,,
3MJ28H2Y2K1LE7YKKJOCOEE7ZSSO54,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3DY46V3X3WB2THQW56XF3S93ABJ55C,AOVWFZPOQ1J57,Approved,Sat Nov 14 19:05:53 PST 2020,Sat Nov 14 19:10:15 PST 2020,Tue Nov 17 19:10:15 PST 2020,Sat Nov 14 19:49:16 PST 2020,,,262,100% (33/33),100% (33/33),100% (33/33),https://github.com/jiangolder/results/blob/master/obman/132.png?raw=true,4,,
3MJ28H2Y2K1LE7YKKJOCOEE7ZSSO54,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3ZSY5X72N44D6EUC7S6HFZEQJOCROG,A2D0AXWV0BXA7P,Approved,Sat Nov 14 19:04:53 PST 2020,Sat Nov 14 19:04:59 PST 2020,Tue Nov 17 19:04:59 PST 2020,Sat Nov 14 19:49:17 PST 2020,,,6,100% (10/10),100% (10/10),100% (10/10),https://github.com/jiangolder/results/blob/master/obman/132.png?raw=true,2,,
3V8JSVE8Z4JX44VF17QDUZIMQVQYEQ,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,31LM9EDVOSLEQ5BNY8XVYJSUJXEJN2,A17QLTKXOMAPP,Approved,Sat Nov 14 19:06:19 PST 2020,Sat Nov 14 19:06:31 PST 2020,Tue Nov 17 19:06:31 PST 2020,Sat Nov 14 19:49:17 PST 2020,,,12,100% (14/14),100% (14/14),100% (14/14),https://github.com/jiangolder/results/blob/master/obman/134.png?raw=true,5,,
3V8JSVE8Z4JX44VF17QDUZIMQVQYEQ,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3DY4FPOOA8H8WY3984SVAR8YFHARVJ,A1RUGTYRR1I1T9,Approved,Sat Nov 14 19:06:44 PST 2020,Sat Nov 14 19:07:00 PST 2020,Tue Nov 17 19:07:00 PST 2020,Sat Nov 14 19:49:17 PST 2020,,,16,100% (5/5),100% (5/5),100% (5/5),https://github.com/jiangolder/results/blob/master/obman/134.png?raw=true,4,,
3V8JSVE8Z4JX44VF17QDUZIMQVQYEQ,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3YWRV122CZS21EZD45CQNOBABICU8K,A1LGWK9G8F9P6T,Approved,Sat Nov 14 19:05:57 PST 2020,Sat Nov 14 19:06:01 PST 2020,Tue Nov 17 19:06:01 PST 2020,Sat Nov 14 19:49:17 PST 2020,,,4,100% (29/29),100% (29/29),100% (29/29),https://github.com/jiangolder/results/blob/master/obman/134.png?raw=true,3,,
30UZJB2PPN5WSI5Y1L4K0BGW41X35P,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3B1NLC6UG6P42OXZ6HPK5V59RKYGPR,A1HDYTLK36Y0G5,Approved,Sat Nov 14 19:06:07 PST 2020,Sat Nov 14 19:06:23 PST 2020,Tue Nov 17 19:06:23 PST 2020,Sat Nov 14 19:49:17 PST 2020,,,16,100% (19/19),100% (19/19),100% (14/14),https://github.com/jiangolder/results/blob/master/obman/139.png?raw=true,5,,
30UZJB2PPN5WSI5Y1L4K0BGW41X35P,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3PMBY0YE2EW6TP1NN6X4TEKFOOOC9I,A2ZPO9BRC2YQY0,Approved,Sat Nov 14 19:05:56 PST 2020,Sat Nov 14 19:13:39 PST 2020,Tue Nov 17 19:13:39 PST 2020,Sat Nov 14 19:49:17 PST 2020,,,463,100% (23/23),100% (23/23),100% (23/23),https://github.com/jiangolder/results/blob/master/obman/139.png?raw=true,5,,
30UZJB2PPN5WSI5Y1L4K0BGW41X35P,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3WR9XG3T6A4ZK20FFUT2WKHL1LJ74O,A17QLTKXOMAPP,Approved,Sat Nov 14 19:04:50 PST 2020,Sat Nov 14 19:05:01 PST 2020,Tue Nov 17 19:05:01 PST 2020,Sat Nov 14 19:49:18 PST 2020,,,11,100% (14/14),100% (14/14),100% (14/14),https://github.com/jiangolder/results/blob/master/obman/139.png?raw=true,5,,
3R5OYNIC3I25K9LB0FJPGUPBP0ATPH,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3CN4LGXD54HIZMWG23J29X1I5KS4YM,A2KYIJW5XVNUHE,Approved,Sat Nov 14 19:05:44 PST 2020,Sat Nov 14 19:05:59 PST 2020,Tue Nov 17 19:05:59 PST 2020,Sat Nov 14 19:49:18 PST 2020,,,15,100% (8/8),100% (8/8),100% (8/8),https://github.com/jiangolder/results/blob/master/obman/14.png?raw=true,3,,
3R5OYNIC3I25K9LB0FJPGUPBP0ATPH,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3MYYFCXHJA0IDVBG8XXW2XUE0O24GO,A1S8KMGKJACGVO,Approved,Sat Nov 14 19:04:38 PST 2020,Sat Nov 14 19:04:52 PST 2020,Tue Nov 17 19:04:52 PST 2020,Sat Nov 14 19:49:18 PST 2020,,,14,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/obman/14.png?raw=true,3,,
3R5OYNIC3I25K9LB0FJPGUPBP0ATPH,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3ON104KXQRPEAH1GN21EO0G2UCS4WN,AOVWFZPOQ1J57,Approved,Sat Nov 14 19:05:40 PST 2020,Sat Nov 14 19:07:45 PST 2020,Tue Nov 17 19:07:45 PST 2020,Sat Nov 14 19:49:18 PST 2020,,,125,100% (33/33),100% (33/33),100% (33/33),https://github.com/jiangolder/results/blob/master/obman/14.png?raw=true,4,,
302U8RURK5UKUGDNPV6CDN81M6PVN3,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3MH9DQ75735HUT5VN3OEF1S8Z1PUG0,AVMB0ULVRSMSK,Approved,Sat Nov 14 19:06:21 PST 2020,Sat Nov 14 19:07:06 PST 2020,Tue Nov 17 19:07:06 PST 2020,Sat Nov 14 19:49:18 PST 2020,,,45,100% (31/31),100% (31/31),100% (31/31),https://github.com/jiangolder/results/blob/master/obman/146.png?raw=true,5,,
302U8RURK5UKUGDNPV6CDN81M6PVN3,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3MH9DQ75735HUT5VN3OEF1S8Z1QGUN,A1LGWK9G8F9P6T,Approved,Sat Nov 14 19:06:22 PST 2020,Sat Nov 14 19:06:28 PST 2020,Tue Nov 17 19:06:28 PST 2020,Sat Nov 14 19:49:18 PST 2020,,,6,100% (29/29),100% (29/29),100% (29/29),https://github.com/jiangolder/results/blob/master/obman/146.png?raw=true,4,,
302U8RURK5UKUGDNPV6CDN81M6PVN3,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3VHP9MDGRUDFUZS0QSXW3A6QRMJCFA,AOVWFZPOQ1J57,Approved,Sat Nov 14 19:06:10 PST 2020,Sat Nov 14 19:12:30 PST 2020,Tue Nov 17 19:12:30 PST 2020,Sat Nov 14 19:49:19 PST 2020,,,380,100% (33/33),100% (33/33),100% (33/33),https://github.com/jiangolder/results/blob/master/obman/146.png?raw=true,4,,
3W0KKJIASX2LBYW7KP3MTH7PHDK8K7,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3IKZ72A5BB9YL3PRFI6AJL02QQXFNV,AVMB0ULVRSMSK,Approved,Sat Nov 14 19:07:56 PST 2020,Sat Nov 14 19:27:37 PST 2020,Tue Nov 17 19:27:37 PST 2020,Sat Nov 14 19:49:19 PST 2020,,,1181,100% (31/31),100% (31/31),100% (31/31),https://github.com/jiangolder/results/blob/master/obman/148.png?raw=true,5,,
3W0KKJIASX2LBYW7KP3MTH7PHDK8K7,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3NAPMVF0Z38PHOLSBGAE35KNH7N27N,AOVWFZPOQ1J57,Approved,Sat Nov 14 19:06:24 PST 2020,Sat Nov 14 19:12:50 PST 2020,Tue Nov 17 19:12:50 PST 2020,Sat Nov 14 19:49:19 PST 2020,,,386,100% (33/33),100% (33/33),100% (33/33),https://github.com/jiangolder/results/blob/master/obman/148.png?raw=true,4,,
3W0KKJIASX2LBYW7KP3MTH7PHDK8K7,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3NS0A6KXCB1YGSZ5TQNMWT7N1J5GZC,A1WF1X8PQQJ2OQ,Approved,Sat Nov 14 19:06:33 PST 2020,Sat Nov 14 19:06:46 PST 2020,Tue Nov 17 19:06:46 PST 2020,Sat Nov 14 19:49:19 PST 2020,,,13,100% (25/25),100% (25/25),100% (25/25),https://github.com/jiangolder/results/blob/master/obman/148.png?raw=true,2,,
3SD15I2WE8NSBM5C64EPSHUW0W8365,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3QEMNNSB24SCKYJ885UVZOBREYCD77,A12NVHDVHC2V8T,Approved,Sat Nov 14 19:07:20 PST 2020,Sat Nov 14 19:09:12 PST 2020,Tue Nov 17 19:09:12 PST 2020,Sat Nov 14 19:49:19 PST 2020,,,112,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/obman/151.png?raw=true,4,,
